-0.736506 -0.091369 -0.315343 0.437625 0.019951 0.055511 -0.259207 -0.580970 
-0.000192 -0.482635 -0.442974 -0.064636 0.217281 -0.578224 0.436890 0.100857 
-0.650738 -0.108150 0.159474 0.110466 -0.165872 0.054123 -0.546156 -0.224343 
0.139191 -0.449891 0.221964 0.173741 -0.042622 -0.431374 -0.204835 -0.266357 
-2.255483 -3.922901 -1.055674 -1.491036 -0.294476 0.299617 1.007683 0.611667 
-2.663102 -10.736569 -3.810772 -2.077401 0.670773 -0.104253 -0.007063 0.219269 
-3.291368 -5.132798 -3.946256 -1.297884 2.164295 3.561953 0.044785 0.341339 
-1.026941 -1.524608 1.070873 0.930072 1.435682 2.601641 -0.155945 0.290005 
1.226977 0.258657 2.435506 0.024851 1.189710 -0.841784 -0.777072 0.019581 
-0.138725 -0.560247 0.061344 -0.038481 0.077124 -0.920493 0.270577 -3.071888 
0.812356 0.293335 -0.299713 0.424138 0.291962 -1.012859 -0.347011 -0.451655 
-0.712083 0.248336 0.517143 -0.080171 -0.198690 0.659268 0.433197 0.085122 
0.067741 0.302448 -0.052860 -0.360732 0.164948 -0.181693 0.265238 -0.367432 
0.133318 0.413042 0.083201 0.032439 -0.404552 0.846414 0.454729 0.038985 
0.006327 0.013650 -0.317395 -0.068961 -0.274196 -0.095079 0.267069 0.324561 
-0.295227 0.362840 1.092604 1.732742 1.974759 0.070293 0.191859 0.562950 
1.016659 0.219255 3.229985 0.727551 0.368197 0.452743 0.309469 0.671617 
-0.034642 -0.138960 0.280127 1.718981 -0.082421 0.349843 4.787800 1.766770 
-0.220173 0.225328 2.771158 2.703848 1.066386 0.595749 -0.171727 -0.123033 
0.545150 1.236823 1.506001 0.810223 1.099509 5.708312 1.520243 1.081974 
0.254107 0.550077 -0.258539 0.644561 -0.207873 0.536146 0.826752 0.384005 
0.543954 -0.059816 0.299286 -0.342896 0.397888 0.612870 0.184517 0.849920 
0.783422 0.281653 0.365378 0.324614 -0.210566 0.042534 -0.027807 0.283386 
0.360221 0.494308 -0.169581 0.083082 0.113242 -0.096313 0.378777 0.499277 
0.198181 -0.300682 -0.002130 0.292898 0.200227 0.203308 -0.192730 0.040173 
-0.173413 -0.250385 -0.209992 0.176597 -0.109741 -0.083484 -0.046021 0.088226 
-0.323280 -0.380829 -0.562328 -0.515312 0.308777 -0.468891 0.292754 -0.294556 
-0.583676 -0.835202 -0.082714 0.889712 0.792073 0.040117 0.616282 0.228181 
0.048325 -0.689014 0.446901 0.051825 0.827769 0.767259 1.124440 0.831324 
-0.474569 -0.052154 0.286370 -0.114788 1.735721 1.524049 1.421706 2.032210 
-0.447629 0.458329 -0.917461 -0.527240 -0.310078 -0.637183 3.226388 0.195801 
0.198246 0.609023 0.442338 -0.024550 -0.855112 -0.051934 0.246550 0.241653 
0.696660 -0.599137 0.014813 -0.333862 -0.484680 0.288855 0.196838 -0.540042 
-0.451281 0.081464 0.399287 0.596369 -0.078972 -0.223400 -0.196808 0.524084 
-0.090302 0.233899 0.009915 -0.323216 0.040650 0.431462 -0.046753 -0.219645 
0.106553 0.444183 -0.341293 0.092007 0.077935 -0.236519 -0.121276 0.467902 
0.117877 -0.129865 -0.213734 0.044026 -0.571517 0.104275 -0.314709 -0.004730 
0.488910 -0.194685 -0.481842 -0.807967 -0.895990 1.409510 0.391472 -0.188260 
